Player,Year,Scaled_Score
Callum Ferguson,2012,0.09071129865886572
Andrew McDonald,2012,0.0976544636100012
Andre Russell,2012,0.10470328461033147
Abhishek Nayar,2012,0.08581977700807181
Brett Lee,2012,0.143178749199513
Bhuvneshwar Kumar,2012,0.05858745626144449
Kevon Cooper,2012,0.07724216617887693
Bharat Chipli,2012,0.07862372579130195
Pawan Negi,2012,0.12670183970267823
Unmukt Chand,2012,0.07769142276566056
Rajat Bhatia,2012,0.10505273568724396
Praveen Kumar,2012,0.2068883667665939
Ashish Reddy,2012,0.057773113313706784
Robin Peterson,2012,0.07321499173771555
Daniel Vettori,2012,0.1101545018175365
Paul Valthaty,2012,0.06703411285982001
Murali Kartik,2012,0.05579403634190934
Dishant Yagnik,2012,0.09129389504280606
Abhishek Jhunjhunwala,2012,0.054567801812969455
Ryan ten Doeschate,2012,0.057780651903403965
Wayne Parnell,2012,0.09838753669949545
Alfonso Thomas,2012,0.071771990960943
Srikkanth Anirudha,2012,0.09502087497531825
Dale Steyn,2012,0.23377037630488887
Ravichandran Ashwin,2012,0.2231500327088266
Ankit Sharma,2012,0.13513265381870218
Ryan Harris,2012,0.07700331370171973
Cheteshwar Pujara,2012,0.0472558770944847
Amit Mishra,2012,0.060210098882949814
Harmeet Singh Bansal,2012,0.08393591849007834
Tirumalasetti Suman,2012,0.04506323505243601
Brad Hogg,2012,0.1515562617946812
Paras Dogra,2012,0.04302972813377842
Ishank Jaggi,2012,0.044066943151930146
Harshal Patel,2012,0.03315820758811196
James Faulkner,2012,0.05185972782964525
Dimitri Mascarenhas,2012,0.045015615424629896
Mohammad Kaif,2012,0.046940676081525926
Sreenath Aravind,2012,0.063198314637204
Doug Bracewell,2012,0.04964002072569895
Zaheer Khan,2012,0.15317389272818605
Ankeet Chavan,2012,0.05833404406247882
Ashish Nehra,2012,0.06253806119538804
Krishnakant Upadhyay,2012,0.04978669289962517
Dhawal Kulkarni,2012,0.07165065705049233
Sunil Narine,2012,0.2774638884495216
Clint McKay,2012,0.030666575271703928
Shadab Jakati,2012,0.032610423359882824
Juan Theron,2012,0.04103900447447788
Glenn Maxwell,2012,0.026141236634070898
Bhargav Bhatt,2012,0.09248159552539191
RP Singh,2012,0.03115272330791977
Wriddhiman Saha,2012,0.02598013424456716
Asad Pathan,2012,0.03471498769190733
Chris Lynn,2012,0.029613084013579403
Harpreet Singh,2012,0.037193533514963774
Muttiah Muralitharan,2012,0.17814681953233713
Pragyan Ojha,2012,0.09118013373777274
Siddharth Trivedi,2012,0.10324292818707323
Nuwan Kulasekara,2012,0.09217324390014142
Dwaraka Ravi Teja,2012,0.03474279681048942
Thisara Perera,2012,0.021904470748295015
Parvinder Awana,2012,0.08595890295576034
Syed Mohammad,2012,0.11858403408746888
Mohnish Mishra,2012,0.03473349610193354
Manpreet Gony,2012,0.023819114611608457
Michael Hussey,2013,0.803943481826276
Chris Gayle,2013,0.7467165941102891
Virat Kohli,2013,0.6881016686494226
Suresh Raina,2013,0.5895680090596341
Shane Watson,2013,0.33247545300823556
Rohit Sharma,2013,0.5985422627452027
Dinesh Karthik,2013,0.5789550635336052
Ajinkya Rahane,2013,0.5824661740205355
Rahul Dravid,2013,0.5622476427121647
MS Dhoni,2013,0.4990145434249618
Aaron Finch,2013,0.5143738265412273
Robin Uthappa,2013,0.5057913187000326
Kieron Pollard,2013,0.4731480638389474
Dwayne Smith,2013,0.48641803578522025
David Miller,2013,0.4626472848581024
David Warner,2013,0.47542190106668897
Gautam Gambhir,2013,0.47825219968732874
AB de Villiers,2013,0.4030441591131737
Yusuf Pathan,2013,0.38797617418887825
Mahela Jayawardena,2013,0.410789696191425
Murali Vijay,2013,0.38320732888393644
Jacques Kallis,2013,0.31215910726577756
Shikhar Dhawan,2013,0.3768406218490944
Eoin Morgan,2013,0.3662433945205248
Shaun Marsh,2013,0.36591201027467884
Virender Sehwag,2013,0.35691803908697173
Parthiv Patel,2013,0.3603155879224348
Adam Gilchrist,2013,0.35481998525093633
Brad Hodge,2013,0.3560018262871322
Stuart Binny,2013,0.21498030689706116
Sachin Tendulkar,2013,0.3487833603627425
Ambati Rayudu,2013,0.32802436488018966
Mandeep Singh,2013,0.32463462863991366
Manvinder Bisla,2013,0.3285728276637299
Hanuma Vihari,2013,0.16440848865836924
Yuvraj Singh,2013,0.172409160809535
David Hussey,2013,0.16571963694698902
Thisara Perera,2013,0.29705950495413325
Cameron White,2013,0.2707928268099249
Sanju Samson,2013,0.26553411318534487
Ravindra Jadeja,2013,0.16233632308783894
Azhar Mahmood,2013,0.2089202878944349
Ben Rohrer,2013,0.2472209250317317
Darren Sammy,2013,0.13342929634513673
Angelo Mathews,2013,0.13554289006522047
Moises Henriques,2013,0.15807486654532382
Manan Vohra,2013,0.21429985800608248
Steve Smith,2013,0.21884753246156552
Unmukt Chand,2013,0.21803976592348737
Kedar Jadhav,2013,0.20420496194661597
Manoj Tiwary,2013,0.20070863958628962
Irfan Pathan,2013,0.14376069403014902
Mitchell Marsh,2013,0.1019593505383197
Manish Pandey,2013,0.19311888937634936
Manpreet Juneja,2013,0.1784489747782455
Ashish Reddy,2013,0.17699852927895607
Dishant Yagnik,2013,0.1771444573961978
Subramaniam Badrinath,2013,0.18021927164477175
Biplap Samantray,2013,0.17825096269309088
Aditya Tare,2013,0.17400435217356167
Dwayne Bravo,2013,0.19481104788303094
Kumar Sangakkara,2013,0.17747742276249834
Harbhajan Singh,2013,0.28264843627278735
Saurabh Tiwary,2013,0.1635155711067536
Rajagopal Sathish,2013,0.16121522685962786
Gurkeerat Mann Singh,2013,0.15854062210021347
Luke Wright,2013,0.16065448714079386
Rajat Bhatia,2013,0.15211076325427703
Cheteshwar Pujara,2013,0.1458166947532564
Akshath Reddy,2013,0.14083402615861484
Amit Mishra,2013,0.4115021715236371
Karn Sharma,2013,0.18598100602590473
Ryan ten Doeschate,2013,0.13640447070179146
Tillakaratne Dilshan,2013,0.1270636760920357
Debabrata Das,2013,0.12401425277781938
Vinay Kumar,2013,0.15381919716176828
Wriddhiman Saha,2013,0.11817024556381779
Mayank Agarwal,2013,0.11170764822376462
Abhishek Nayar,2013,0.11377287055859776
Piyush Chawla,2013,0.19470365313279014
Ross Taylor,2013,0.10618423643368421
Luke Pomersbach,2013,0.10642149750894474
Morne Morkel,2013,0.11685735754406977
James Faulkner,2013,0.3185602242645764
Dale Steyn,2013,0.45222060913721873
Ricky Ponting,2013,0.095858031752433
Bhuvneshwar Kumar,2013,0.17788358630748
Tirumalasetti Suman,2013,0.09541550403934422
Praveen Kumar,2013,0.20135268507993154
Albie Morkel,2013,0.14846563317843836
Manpreet Gony,2013,0.09439120799857531
Chidhambaram Gautam,2013,0.09162323313276975
Johan Botha,2013,0.09654033740244455
Arun Karthik,2013,0.08647901123051258
Mitchell Johnson,2013,0.2007073261502859
Kevon Cooper,2013,0.07756516250710678
Umesh Yadav,2013,0.09752722991695675
Ravi Rampaul,2013,0.18046645270245
Glenn Maxwell,2013,0.0831411729439784
Ravichandran Ashwin,2013,0.1592974303050977
Kane Richardson,2013,0.07334203941658887
Owais Shah,2013,0.06318799085070698
Jeevan Mendis,2013,0.05516808287005729
Sumit Narwal,2013,0.07599822877306261
Roelof van der Merwe,2013,0.06798204902653512
Sunil Narine,2013,0.3678646030683527
Brett Lee,2013,0.08499430994812582
Rishi Dhawan,2013,0.05842705114803762
KL Rahul,2013,0.06273327920941
Abhinav Mukund,2013,0.05519105562019032
Bharat Chipli,2013,0.05077982255922203
Shahbaz Nadeem,2013,0.11237851428908688
Dwaraka Ravi Teja,2013,0.04659980511295292
Kushal Janith Perera,2013,0.05004608966124866
Chris Morris,2013,0.08230560679413107
Mithun Manhas,2013,0.03938915178375034
Ajit Agarkar,2013,0.042815811836993185
Andre Russell,2013,0.038813437924141374
Rahul Sharma,2013,0.10143486437582433
Syed Mohammad,2013,0.04018504746600353
Sachithra Senanayake,2013,0.14572933741218624
Thalaivan Sargunam,2013,0.03481645842225199
Lakshmipathy Balaji,2013,0.08654554123150951
Naman Ojha,2013,0.0408859148116481
Karun Nair,2013,0.03487300673027174
Lasith Malinga,2013,0.12458959820738785
Nathan Coulter-Nile,2013,0.05499508969091793
Ashok Dinda,2013,0.0433376745940636
Iqbal Abdulla,2013,0.029914240956618796
Marlon Samuels,2013,0.028880002165204952
Siddarth Kaul,2013,0.025126556226601107
Udit Birla,2013,0.02872523837483511
Dan Christian,2013,0.024070233742617214
Quinton de Kock,2013,0.025014255661039025
Paul Valthaty,2013,0.024163147821090455
Brendon McCullum,2013,0.03408253951010749
Mohammad Shami,2013,0.02463757696452589
Dimitri Mascarenhas,2013,0.03377552312067791
Ali Murtaza,2013,0.05214423061479839
Mahesh Rawat,2013,0.024186027564137916
Wayne Parnell,2013,0.029669446307428037
Parveez Rasool,2013,0.02607500147183713
Paras Dogra,2013,0.026437264070088652
Ben Laughlin,2013,0.021904470748295015
Pradeep Sangwan,2013,0.061431180011586824
Ajit Chandila,2013,0.09537148545599017
Raiphi Gomez,2013,0.11858403408746888
Laxmi Ratan Shukla,2013,0.016745925754861786
Siddharth Trivedi,2013,0.13609527611604086
Ryan McLaren,2013,0.020103481543534432
Robin Uthappa,2014,0.7146495181442409
Dwayne Smith,2014,0.3244387095741054
Glenn Maxwell,2014,0.5680849534160062
David Warner,2014,0.5787533311650281
Suresh Raina,2014,0.3292359566298359
Virender Sehwag,2014,0.5065757404596354
David Miller,2014,0.4945434138008936
JP Duminy,2014,0.27321989668487573
Brendon McCullum,2014,0.47141822505463943
Manish Pandey,2014,0.4706309200753841
AB de Villiers,2014,0.43508091476933
Lendl Simmons,2014,0.45704844432163383
Rohit Sharma,2014,0.44845254346011854
Shikhar Dhawan,2014,0.4496853523792004
Yuvraj Singh,2014,0.43303364280200973
MS Dhoni,2014,0.4355735733015349
Wriddhiman Saha,2014,0.4139938832960111
Ambati Rayudu,2014,0.4172887523090172
Virat Kohli,2014,0.41929240395321044
Sanju Samson,2014,0.39821969557106773
Ajinkya Rahane,2014,0.40582190873047275
Gautam Gambhir,2014,0.4043923898254341
Karun Nair,2014,0.3822446125413173
Dinesh Karthik,2014,0.38231613499011197
Manan Vohra,2014,0.3760467133667645
Aaron Finch,2014,0.37576648301797577
Faf du Plessis,2014,0.3579071694418896
Kevin Pietersen,2014,0.3536071728552496
Kieron Pollard,2014,0.33101240351793726
Yusuf Pathan,2014,0.3150309029992832
Corey Anderson,2014,0.31551798110635465
George Bailey,2014,0.3140654894511829
Shane Watson,2014,0.21056471899950147
Naman Ojha,2014,0.2882504427834826
Shakib Al Hasan,2014,0.27128757378740653
Michael Hussey,2014,0.2664613008212805
Murali Vijay,2014,0.2684061719874005
Parthiv Patel,2014,0.26978667615834984
Chris Gayle,2014,0.25957635830570486
James Faulkner,2014,0.17819370636611898
KL Rahul,2014,0.224414564574773
Suryakumar Yadav,2014,0.22294142534660719
Quinton de Kock,2014,0.20727410276297079
Manoj Tiwary,2014,0.2071352431842315
Jacques Kallis,2014,0.20506732364391717
Kedar Jadhav,2014,0.20474319395074475
Steve Smith,2014,0.203897387514673
Ravindra Jadeja,2014,0.22816059781744807
Aditya Tare,2014,0.18166069545676197
Cheteshwar Pujara,2014,0.18230132826209097
Stuart Binny,2014,0.17628795514528686
Chidhambaram Gautam,2014,0.17584533442511255
David Hussey,2014,0.18086994921534108
Mayank Agarwal,2014,0.16332844085060932
Darren Sammy,2014,0.15806386777963904
Yogesh Takawale,2014,0.15569181506954743
Brad Hodge,2014,0.1528096184951658
Mitchell Starc,2014,0.24576818429785025
Rishi Dhawan,2014,0.2535702755069468
Sachin Rana,2014,0.12548804305558411
Venugopal Rao,2014,0.12097812947683793
Shaun Marsh,2014,0.1231265931532462
Rajat Bhatia,2014,0.21624257127104946
Axar Patel,2014,0.5276908014627161
Ross Taylor,2014,0.10425647857130699
Chris Lynn,2014,0.10692708402604235
Mitchell Johnson,2014,0.09094266589174979
Irfan Pathan,2014,0.06282462211881108
Ryan ten Doeschate,2014,0.10569018279519587
Albie Morkel,2014,0.12402568701557079
Ravichandran Ashwin,2014,0.2834658178150531
Abhishek Nayar,2014,0.08522601977386443
Jimmy Neesham,2014,0.0818629765671438
Karn Sharma,2014,0.2873155950375463
Ben Dunk,2014,0.08262461159078482
Rilee Rossouw,2014,0.07797453633410152
Kevon Cooper,2014,0.08886827025143257
Varun Aaron,2014,0.10329638685815346
Dhawal Kulkarni,2014,0.13324632369161096
Mithun Manhas,2014,0.09031704162318197
Ankit Sharma,2014,0.12743433698896078
Piyush Chawla,2014,0.2542472499916636
Laxmi Ratan Shukla,2014,0.06742251044911354
Vijay Zol,2014,0.06990812481067245
Harbhajan Singh,2014,0.28907432890646123
Mandeep Singh,2014,0.05838333781782499
Dale Steyn,2014,0.2636896711449684
Rahul Shukla,2014,0.05560902946269156
Nic Maddinson,2014,0.053955084460199434
Rahul Tewatia,2014,0.11268389905039775
Jason Holder,2014,0.061024087998095965
Ravi Rampaul,2014,0.04979454851214117
Harshal Patel,2014,0.06934152564544825
Shreyas Gopal,2014,0.048628754684418136
Sunil Narine,2014,0.44487228751637536
Moises Henriques,2014,0.03080329329773319
Zaheer Khan,2014,0.11764429013532327
Imran Tahir,2014,0.05753354173207349
Ben Cutting,2014,0.049221488840684356
Dwayne Bravo,2014,0.08287824191310365
Shahbaz Nadeem,2014,0.10638182772524209
Pravin Tambe,2014,0.14578872383921126
Shivam Sharma,2014,0.05632006863178858
Morne Morkel,2014,0.22104916749466913
Vinay Kumar,2014,0.0298688534988661
Ashok Dinda,2014,0.062474394495000904
Amit Mishra,2014,0.035158662380457055
Tim Southee,2014,0.037475932899618564
Dishant Yagnik,2014,0.024144267382722014
Abu Nechim,2014,0.0933513642757934
Mohammad Shami,2014,0.09525264438039786
Manvinder Bisla,2014,0.016603903935213493
Srikkanth Anirudha,2014,0.02224729486566475
Lasith Malinga,2014,0.18675009234043136
Wayne Parnell,2014,0.10883693102169925
Sandeep Sharma,2014,0.09521868108456852
Umesh Yadav,2014,0.04231930228994102
Andre Russell,2014,0.013169803315125957
Siddarth Kaul,2014,0.03221300408329008
Unmukt Chand,2014,0.012433373211671385
Yuzvendra Chahal,2014,0.32875885160601326
Kane Richardson,2014,0.04318326264459594
Bhuvneshwar Kumar,2014,0.3977382265720197
Jasprit Bumrah,2014,0.04902815134425895
Jaydev Unadkat,2014,0.014083016296004244
Praveen Kumar,2014,0.05615438833746964
Marchant de Lange,2014,0.01589491092199877
Vikramjeet Malik,2014,0.01570424639660323
Karanveer Singh,2014,0.09526721232038163
Lakshmipathy Balaji,2014,0.08279529712468467
Mohit Sharma,2014,0.11757097973072497
Beuran Hendricks,2014,0.0007812595186939128
David Warner,2015,0.6024910645767727
Lendl Simmons,2015,0.6179031757176356
Ajinkya Rahane,2015,0.6021369866020504
AB de Villiers,2015,0.5468359966067295
Virat Kohli,2015,0.5668244283854276
Chris Gayle,2015,0.5414259604539453
Rohit Sharma,2015,0.5277936329023355
Shreyas Iyer,2015,0.5030277061597384
Brendon McCullum,2015,0.482785086016208
Kieron Pollard,2015,0.45779482618324313
JP Duminy,2015,0.303967849349184
Dwayne Smith,2015,0.4753853492820644
Faf du Plessis,2015,0.44019146810661475
Suresh Raina,2015,0.23183281485453325
MS Dhoni,2015,0.43891215564475355
Robin Uthappa,2015,0.4208841272154637
David Miller,2015,0.4103022460560114
Shikhar Dhawan,2015,0.4187604034238141
Shane Watson,2015,0.25559040668051475
Parthiv Patel,2015,0.394611299672643
Gautam Gambhir,2015,0.3942502461665037
Andre Russell,2015,0.3024590266867011
Yusuf Pathan,2015,0.19228118254682083
Steve Smith,2015,0.3472538588407281
Moises Henriques,2015,0.28525166323353973
Ambati Rayudu,2015,0.3330642328324499
George Bailey,2015,0.30990881678338905
Murali Vijay,2015,0.17069711308551302
Wriddhiman Saha,2015,0.3008699231733572
Yuvraj Singh,2015,0.30894703051162553
Manish Pandey,2015,0.2817773356427613
Mayank Agarwal,2015,0.2719178405168441
Axar Patel,2015,0.19249434981040753
Sanju Samson,2015,0.2585545824637559
Dwayne Bravo,2015,0.2888934662007143
Kedar Jadhav,2015,0.24383332795442356
Eoin Morgan,2015,0.2403482594514498
Karun Nair,2015,0.23536903211897392
Suryakumar Yadav,2015,0.20963341350234088
Mandeep Singh,2015,0.21026800084710856
Deepak Hooda,2015,0.1494147007665061
Ravi Bopara,2015,0.1345506305353299
Glenn Maxwell,2015,0.1959121711769368
Angelo Mathews,2015,0.11824492895058698
James Faulkner,2015,0.19305534678271197
KL Rahul,2015,0.19784178918102516
Dinesh Karthik,2015,0.19462086080103844
Naman Ojha,2015,0.19080608217975872
Ravindra Jadeja,2015,0.2917729140783951
David Wiese,2015,0.11813410520007599
Quinton de Kock,2015,0.18057009437149954
Harbhajan Singh,2015,0.19905189254194505
Pawan Negi,2015,0.17419611318312572
Corey Anderson,2015,0.09439687917168221
Hardik Pandya,2015,0.16856734396596534
Sarfaraz Khan,2015,0.16791945660796276
Saurabh Tiwary,2015,0.15064766879135152
Karn Sharma,2015,0.2301339224576453
Unmukt Chand,2015,0.1521818206676439
Virender Sehwag,2015,0.14793465210560136
Albie Morkel,2015,0.16261637860357117
Manan Vohra,2015,0.12841023267675603
Shaun Marsh,2015,0.12925101673020756
Michael Hussey,2015,0.12328786743960517
Chris Morris,2015,0.25985391296296956
Stuart Binny,2015,0.09707695965406314
Ashish Reddy,2015,0.12643755239205387
Ryan ten Doeschate,2015,0.11067433950320636
Manoj Tiwary,2015,0.10741555723939716
Piyush Chawla,2015,0.13489999292930743
Ravichandran Ashwin,2015,0.39533681125390907
Jagadeesha Suchith,2015,0.1837603520436683
Hanuma Vihari,2015,0.08048154232533897
Manvinder Bisla,2015,0.08244827015656533
Shakib Al Hasan,2015,0.0813597394616365
Rishi Dhawan,2015,0.05828700458460154
Gurkeerat Mann Singh,2015,0.06282979692543798
Kane Williamson,2015,0.07849900328956762
Johan Botha,2015,0.09282544272070278
Mitchell Johnson,2015,0.08425060699131755
Umesh Yadav,2015,0.08601925701915539
Mohit Sharma,2015,0.22325484786327252
Aaron Finch,2015,0.057686621739904013
Nathan Coulter-Nile,2015,0.16440133044036884
Dale Steyn,2015,0.07476411775478291
Iqbal Abdulla,2015,0.0684063501005179
Harshal Patel,2015,0.21616453769528007
Anureet Singh,2015,0.11239990400214395
Bhuvneshwar Kumar,2015,0.31980621531673403
Praveen Kumar,2015,0.049889186707910975
Sean Abbott,2015,0.05250045364205981
Aditya Tare,2015,0.04379099112907719
Rilee Rossouw,2015,0.05731561647560997
Darren Sammy,2015,0.04013553364535971
Mitchell McClenaghan,2015,0.23463195060747655
Tim Southee,2015,0.06263227351449316
Thisara Perera,2015,0.04057899142930406
Mitchell Starc,2015,0.3301957763489354
Karanveer Singh,2015,0.041283520102411965
Abu Nechim,2015,0.07263853382142212
Sandeep Sharma,2015,0.26743433460373034
Amit Mishra,2015,0.1813845657943899
Ankit Sharma,2015,0.04537313466151792
Brad Hogg,2015,0.09885213714757682
Shardul Thakur,2015,0.04064837471513093
Lasith Malinga,2015,0.2608658868393268
Varun Aaron,2015,0.07856103758265781
Azhar Mahmood,2015,0.03408253951010749
Imran Tahir,2015,0.059333548863108654
Morne Morkel,2015,0.06117737899254545
Chidhambaram Gautam,2015,0.028981007860121807
Nic Maddinson,2015,0.023910633583798312
Dhawal Kulkarni,2015,0.0729677826807128
Pravin Tambe,2015,0.12322197032722303
Parveez Rasool,2015,0.05454217626049536
Shahbaz Nadeem,2015,0.038144220040239714
Ronit More,2015,0.031041114805249213
Domnic Joseph,2015,0.1054293440865379
Ashish Nehra,2015,0.29060014772487464
Yuzvendra Chahal,2015,0.052299799752631174
Shreyas Gopal,2015,0.0296088056876437
Bipul Sharma,2015,0.05055883717319867
Juan Theron,2015,0.0296088056876437
Beuran Hendricks,2015,0.018298479904589545
Vinay Kumar,2015,0.10838718142573847
Sunil Narine,2015,0.08606922968854953
Pat Cummins,2015,0.037755424962958695
Rajat Bhatia,2015,0.0003906297593469564
Sreenath Aravind,2015,0.09446303518311701
Virat Kohli,2016,0.9999999999999999
David Warner,2016,0.8833609300857368
AB de Villiers,2016,0.7068489208713387
Shikhar Dhawan,2016,0.5812253664920956
Gautam Gambhir,2016,0.5722074924834
Rohit Sharma,2016,0.5513174500172946
Ajinkya Rahane,2016,0.5495691028229603
Murali Vijay,2016,0.5206576642628366
Quinton de Kock,2016,0.5027194806781965
Suresh Raina,2016,0.4581555076610402
KL Rahul,2016,0.4492926764639711
Robin Uthappa,2016,0.4469683363887712
Aaron Finch,2016,0.4564269709759299
Yusuf Pathan,2016,0.23173567584467478
Karun Nair,2016,0.42608964078710415
Brendon McCullum,2016,0.41015706199545404
Dinesh Karthik,2016,0.39568980983678287
Ambati Rayudu,2016,0.39766816355370405
Dwayne Smith,2016,0.2389370883742194
Sanju Samson,2016,0.3567007745351064
MS Dhoni,2016,0.34210721875424643
Steve Smith,2016,0.3200364513369722
Wriddhiman Saha,2016,0.3242992450893887
Jos Buttler,2016,0.30787614692850146
Manish Pandey,2016,0.30087615464808953
Krunal Pandya,2016,0.2602093995885553
Yuvraj Singh,2016,0.2910738588797911
Chris Gayle,2016,0.16533606580199287
Kieron Pollard,2016,0.26040254024672366
Faf du Plessis,2016,0.2613682328160807
Rishabh Pant,2016,0.25183816878721277
Chris Morris,2016,0.3269154700217236
JP Duminy,2016,0.2481682952052336
Ravindra Jadeja,2016,0.24070640257274464
Andre Russell,2016,0.3414801104107153
Moises Henriques,2016,0.30633347583199344
Suryakumar Yadav,2016,0.24039420495171585
Shane Watson,2016,0.28629351274778425
Glenn Maxwell,2016,0.22919001338278955
Parthiv Patel,2016,0.23416896169400872
Saurabh Tiwary,2016,0.2248820181867915
Manan Vohra,2016,0.2139990730913853
David Miller,2016,0.21346614249113338
Shaun Marsh,2016,0.2139558247966005
Hashim Amla,2016,0.20982258991436742
Thisara Perera,2016,0.2007253808616902
Marcus Stoinis,2016,0.17556953034913936
Deepak Hooda,2016,0.19682308257289963
Naman Ojha,2016,0.19534510697628477
Usman Khawaja,2016,0.176671795387388
Kane Williamson,2016,0.1778021104981841
Eoin Morgan,2016,0.17435610497114504
Sachin Baby,2016,0.17033438558449698
Shakib Al Hasan,2016,0.13847385120265082
Gurkeerat Mann Singh,2016,0.16357890893201918
Axar Patel,2016,0.20504510330334028
Nitish Rana,2016,0.1580793069558418
Dwayne Bravo,2016,0.19378470636314396
Harbhajan Singh,2016,0.1466633582045384
Sam Billings,2016,0.13555782720194973
George Bailey,2016,0.13765988034266413
Carlos Brathwaite,2016,0.118575709866043
James Faulkner,2016,0.12762450881795526
Kevin Pietersen,2016,0.12643634329994163
Sarfaraz Khan,2016,0.13509651205757808
Ben Cutting,2016,0.08853703534723907
Stuart Binny,2016,0.12129453958190897
Pawan Negi,2016,0.08207955539506905
Martin Guptill,2016,0.10073625338999201
Travis Head,2016,0.10377730606650806
Bipul Sharma,2016,0.07050915071486932
Ashish Reddy,2016,0.10157173603956669
Hardik Pandya,2016,0.08825628362845567
Bhuvneshwar Kumar,2016,0.2712323251486419
Kedar Jadhav,2016,0.0808254825277354
Ishan Kishan,2016,0.08195440253224813
Ravichandran Ashwin,2016,0.16757033572301477
Iqbal Abdulla,2016,0.07991448903283398
Karn Sharma,2016,0.07378252097379533
Rajat Bhatia,2016,0.16912981950342398
Mitchell McClenaghan,2016,0.1337542984712019
Mohit Sharma,2016,0.14378752543440515
Colin Munro,2016,0.06759289942985726
Tim Southee,2016,0.18728885272888704
Shreyas Iyer,2016,0.06558450442430055
Praveen Kumar,2016,0.3052795973459084
Mayank Agarwal,2016,0.06540723291922548
Piyush Chawla,2016,0.1708048503303761
Chris Lynn,2016,0.0692998584711179
Eklavya Dwivedi,2016,0.07767040316432428
Rajagopal Sathish,2016,0.05995701770547986
Dhawal Kulkarni,2016,0.22597661224691057
Nikhil Naik,2016,0.05533819282954434
Jason Holder,2016,0.060786454894493226
Akshdeep Nath,2016,0.0508254890382314
Pradeep Sahu,2016,0.06777657098605937
Albie Morkel,2016,0.07218159001007174
Rishi Dhawan,2016,0.0791139661392824
Farhaan Behardien,2016,0.05067853784304851
Vinay Kumar,2016,0.05358702903419768
Kyle Abbott,2016,0.06653261865448695
KC Cariappa,2016,0.07913582043059919
Irfan Pathan,2016,0.041227766132226965
Parveez Rasool,2016,0.04746997940544105
Nathan Coulter-Nile,2016,0.05779660072537125
Umesh Yadav,2016,0.05951976730179581
Jasprit Bumrah,2016,0.1346822234189567
Lendl Simmons,2016,0.040634795680639345
Aditya Tare,2016,0.03029919728374667
Sandeep Sharma,2016,0.2261430412758437
Mitchell Marsh,2016,0.10110966647277667
Pravin Tambe,2016,0.028110572487858906
Sunil Narine,2016,0.19444129829688062
Jayant Yadav,2016,0.10415122774992382
Peter Handscomb,2016,0.026237298836137235
Zaheer Khan,2016,0.18940634237679513
David Wiese,2016,0.040472033280911444
Imran Tahir,2016,0.10646476943179939
Mitchell Johnson,2016,0.022703122591988423
Barinder Sran,2016,0.05517652021833008
Amit Mishra,2016,0.21139566108211874
Ankit Sharma,2016,0.03247342392285472
Chris Jordan,2016,0.06188986866065369
Shreyas Gopal,2016,0.022941762561672838
Mohammad Shami,2016,0.020731279371056323
Ashish Nehra,2016,0.09589180603056766
Shadab Jakati,2016,0.08150124990777378
Morne Morkel,2016,0.03386387985195877
Kane Richardson,2016,0.039697946404272204
Dale Steyn,2016,0.01589491092199877
Shahbaz Nadeem,2016,0.00976109362939597
Murugan Ashwin,2016,0.040124717729474624
Shivil Kaushik,2016,0.13654432139954073
Swapnil Singh,2016,0.0
Adam Zampa,2016,0.08367012642221276
Unmukt Chand,2016,0.0015346169117201858
David Warner,2017,0.6950726427191402
Gautam Gambhir,2017,0.5673210862223117
Shikhar Dhawan,2017,0.5424086733199596
Steve Smith,2017,0.539211089718448
Suresh Raina,2017,0.25785070520016823
Hashim Amla,2017,0.4759379973844548
Manish Pandey,2017,0.4585497646967239
Parthiv Patel,2017,0.4508385472330439
Rahul Tripathi,2017,0.43978753833403295
Robin Uthappa,2017,0.42735900149081063
Sanju Samson,2017,0.43432802241173146
Kieron Pollard,2017,0.43725290923838456
Ajinkya Rahane,2017,0.44862600167468564
Rishabh Pant,2017,0.4036739100894924
Dinesh Karthik,2017,0.41220721718242664
Shreyas Iyer,2017,0.3917215695243312
Rohit Sharma,2017,0.3965052959629624
Nitish Rana,2017,0.39254310111107193
Manoj Tiwary,2017,0.379491974837119
Brendon McCullum,2017,0.3675407503569845
Ben Stokes,2017,0.381172379156397
Glenn Maxwell,2017,0.2595223677950146
Virat Kohli,2017,0.3669029077642223
Aaron Finch,2017,0.34223984685825326
Chris Lynn,2017,0.3414606334954416
MS Dhoni,2017,0.35548163765760166
Karun Nair,2017,0.3431115092641103
Moises Henriques,2017,0.20697376578026117
Ishan Kishan,2017,0.33210188851817296
Jos Buttler,2017,0.31951812284915304
Kedar Jadhav,2017,0.31587057096770804
Shaun Marsh,2017,0.3201534542506052
Kane Williamson,2017,0.3052128890335252
Yuvraj Singh,2017,0.30633250832948217
Hardik Pandya,2017,0.20937443528957167
Krunal Pandya,2017,0.3585685583542386
Dwayne Smith,2017,0.1586692157636509
Wriddhiman Saha,2017,0.2900317144861047
Manan Vohra,2017,0.27896824263762887
Axar Patel,2017,0.25033285228933955
Sunil Narine,2017,0.41302544438385913
AB de Villiers,2017,0.26886311579875094
Chris Gayle,2017,0.2557390719697199
Mandeep Singh,2017,0.24971574709476088
Ravindra Jadeja,2017,0.21724985674583647
Chris Morris,2017,0.19777061975392704
Travis Head,2017,0.2019231261095164
Pawan Negi,2017,0.32643346469962137
Yusuf Pathan,2017,0.19675583845004063
