Field1_text,Text
Paidikalva Vijaykumar ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
Vidyut Sivaramakrishnan ,Chennai Super Kings
Stephen Fleming ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Albie Morkel ,Chennai Super Kings
Chamara Kapugedera ,Chennai Super Kings
Palani Amarnath ,Chennai Super Kings
Manpreet Gony ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Lakshmipathy Balaji ,Chennai Super Kings
Graeme Smith ,Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Mohammad Kaif ,Rajasthan Royals
Shane Watson ,Rajasthan Royals
Niraj Patel ,Rajasthan Royals
Ravindra Jadeja ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Mahesh Rawat (wk),Rajasthan Royals
Sohail Tanvir ,Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
Munaf Patel ,Rajasthan Royals
Aakash Chopra ,Kolkata Knight Riders
Brad Hodge ,Kolkata Knight Riders
Sourav Ganguly (c),Kolkata Knight Riders
David Hussey ,Kolkata Knight Riders
Tatenda Taibu ,Kolkata Knight Riders
Laxmi Ratan Shukla ,Kolkata Knight Riders
Wriddhiman Saha (wk),Kolkata Knight Riders
Murali Kartik ,Kolkata Knight Riders
Umar Gul ,Kolkata Knight Riders
Ishant Sharma ,Kolkata Knight Riders
Ashok Dinda ,Kolkata Knight Riders
Gautam Gambhir ,Delhi Daredevils
Virender Sehwag (c),Delhi Daredevils
Ab De Villiers ,Delhi Daredevils
Shikhar Dhawan ,Delhi Daredevils
Shoaib Malik ,Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Manoj Tiwary ,Delhi Daredevils
Yo Mahesh ,Delhi Daredevils
Glenn Mcgrath ,Delhi Daredevils
Mohammad Asif ,Delhi Daredevils
Pradeep Sangwan ,Delhi Daredevils
Yogesh Takawale Duplicate (wk),Mumbai Indians
Sanath Jayasuriya ,Mumbai Indians
Robin Uthappa ,Mumbai Indians
Dwayne Bravo ,Mumbai Indians
Abhishek Nayar ,Mumbai Indians
Dominic Thornely ,Mumbai Indians
Shaun Pollock (c),Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Rohan Raje ,Mumbai Indians
Ashish Nehra ,Mumbai Indians
Dhawal Kulkarni ,Mumbai Indians
Parthiv Patel ,Chennai Super Kings
Stephen Fleming ,Chennai Super Kings
Srikkanth Anirudha ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Albie Morkel ,Chennai Super Kings
Joginder Sharma ,Chennai Super Kings
Manpreet Gony ,Chennai Super Kings
Makhaya Ntini ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Wasim Jaffer ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Cameron White ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Rahul Dravid (c),Royal Challengers Bangalore
Misbah-ul-haq ,Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Devraj Patil (wk),Royal Challengers Bangalore
Zaheer Khan ,Royal Challengers Bangalore
Anil Kumble ,Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Graeme Smith ,Rajasthan Royals
Swapnil Asnodkar ,Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Shane Watson ,Rajasthan Royals
Mahesh Rawat (wk),Rajasthan Royals
Mohammad Kaif ,Rajasthan Royals
Ravindra Jadeja ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Sohail Tanvir ,Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
Munaf Patel ,Rajasthan Royals
Yogesh Takawale Duplicate (wk),Mumbai Indians
Sanath Jayasuriya ,Mumbai Indians
Dominic Thornely ,Mumbai Indians
Robin Uthappa ,Mumbai Indians
Dwayne Bravo ,Mumbai Indians
Abhishek Nayar ,Mumbai Indians
Shaun Pollock (c),Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Rohan Raje ,Mumbai Indians
Ashish Nehra ,Mumbai Indians
Dhawal Kulkarni ,Mumbai Indians
Shaun Marsh ,Punjab Kings
James Hopes ,Punjab Kings
Kumar Sangakkara (wk),Punjab Kings
Yuvraj Singh (c),Punjab Kings
Mahela Jayawardene ,Punjab Kings
Karan Goel ,Punjab Kings
Irfan Pathan ,Punjab Kings
Piyush Chawla ,Punjab Kings
Shanthakumaran Sreesanth ,Punjab Kings
Vikram Singh ,Punjab Kings
Gajendra Singh ,Punjab Kings
Bharat Chipli ,Royal Challengers Bangalore
Wasim Jaffer ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Misbah-ul-haq ,Royal Challengers Bangalore
Rahul Dravid (c),Royal Challengers Bangalore
Mark Boucher (wk),Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Zaheer Khan ,Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Anil Kumble ,Royal Challengers Bangalore
Parthiv Patel ,Chennai Super Kings
Stephen Fleming ,Chennai Super Kings
Vidyut Sivaramakrishnan ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Albie Morkel ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Joginder Sharma ,Chennai Super Kings
Makhaya Ntini ,Chennai Super Kings
Manpreet Gony ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Adam Gilchrist (wk),Deccan Chargers
Vvs Laxman (c),Deccan Chargers
Herschelle Gibbs ,Deccan Chargers
Rohit Sharma ,Deccan Chargers
Shahid Afridi ,Deccan Chargers
Venugopal Rao ,Deccan Chargers
Sanjay Bangar ,Deccan Chargers
Nuwan Zoysa ,Deccan Chargers
Doddapaneni Kalyankrishna ,Deccan Chargers
Rp Singh ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
Graeme Smith ,Rajasthan Royals
Swapnil Asnodkar ,Rajasthan Royals
Mohammad Kaif ,Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Shane Watson ,Rajasthan Royals
Ravindra Jadeja ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Sohail Tanvir ,Rajasthan Royals
Mahesh Rawat (wk),Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
Munaf Patel ,Rajasthan Royals
Gautam Gambhir ,Delhi Daredevils
Virender Sehwag (c),Delhi Daredevils
Shikhar Dhawan ,Delhi Daredevils
Shoaib Malik ,Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Manoj Tiwary ,Delhi Daredevils
Rajat Bhatia ,Delhi Daredevils
Daniel Vettori ,Delhi Daredevils
Mohammad Asif ,Delhi Daredevils
Yo Mahesh ,Delhi Daredevils
Glenn Mcgrath ,Delhi Daredevils
Brendon Mccullum (wk),Kolkata Knight Riders
Sourav Ganguly (c),Kolkata Knight Riders
Ricky Ponting ,Kolkata Knight Riders
Debabrata Das ,Kolkata Knight Riders
David Hussey ,Kolkata Knight Riders
Mohammad Hafeez ,Kolkata Knight Riders
Laxmi Ratan Shukla ,Kolkata Knight Riders
Ajit Agarkar ,Kolkata Knight Riders
Murali Kartik ,Kolkata Knight Riders
Ishant Sharma ,Kolkata Knight Riders
Ashok Dinda ,Kolkata Knight Riders
Bharat Chipli ,Royal Challengers Bangalore
Wasim Jaffer ,Royal Challengers Bangalore
Ross Taylor ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Mark Boucher (wk),Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Rahul Dravid (c),Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Zaheer Khan ,Royal Challengers Bangalore
Balachandra Akhil ,Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Luke Ronchi (wk),Mumbai Indians
Sanath Jayasuriya ,Mumbai Indians
Ajinkya Rahane ,Mumbai Indians
Robin Uthappa ,Mumbai Indians
Shaun Pollock (c),Mumbai Indians
Abhishek Nayar ,Mumbai Indians
Dwayne Bravo ,Mumbai Indians
Musavir Khote ,Mumbai Indians
Ashish Nehra ,Mumbai Indians
Dhawal Kulkarni ,Mumbai Indians
Siddharth Chitnis ,Mumbai Indians
Karan Goel ,Punjab Kings
Simon Katich ,Punjab Kings
Kumar Sangakkara (wk),Punjab Kings
Mahela Jayawardene ,Punjab Kings
Yuvraj Singh (c),Punjab Kings
Tanmay Srivastava ,Punjab Kings
Irfan Pathan ,Punjab Kings
Brett Lee ,Punjab Kings
Piyush Chawla ,Punjab Kings
Shanthakumaran Sreesanth ,Punjab Kings
Vikram Singh ,Punjab Kings
Shivnarine Chanderpaul ,Royal Challengers Bangalore
Rahul Dravid (c),Royal Challengers Bangalore
Ross Taylor ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Mark Boucher (wk),Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Sunil Joshi ,Royal Challengers Bangalore
Zaheer Khan ,Royal Challengers Bangalore
Vinay Kumar ,Royal Challengers Bangalore
Anil Kumble ,Royal Challengers Bangalore
Parthiv Patel ,Chennai Super Kings
Matthew Hayden ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Michael Hussey ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Jacob Oram ,Chennai Super Kings
Joginder Sharma ,Chennai Super Kings
Palani Amarnath ,Chennai Super Kings
Manpreet Gony ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Karan Goel ,Punjab Kings
Irfan Pathan ,Punjab Kings
Kumar Sangakkara (wk),Punjab Kings
Yuvraj Singh (c),Punjab Kings
Ramnaresh Sarwan ,Punjab Kings
Mahela Jayawardene ,Punjab Kings
Sunny Sohal ,Punjab Kings
Brett Lee ,Punjab Kings
Piyush Chawla ,Punjab Kings
Shanthakumaran Sreesanth ,Punjab Kings
Vikram Singh ,Punjab Kings
Adam Gilchrist (wk),Deccan Chargers
Vvs Laxman (c),Deccan Chargers
Shahid Afridi ,Deccan Chargers
Andrew Symonds ,Deccan Chargers
Rohit Sharma ,Deccan Chargers
Arjun Yadav ,Deccan Chargers
Sanjay Bangar ,Deccan Chargers
Chaminda Vaas ,Deccan Chargers
Rp Singh ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
Doddapaneni Kalyankrishna ,Deccan Chargers
Parthiv Patel ,Chennai Super Kings
Matthew Hayden ,Chennai Super Kings
Michael Hussey ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Jacob Oram ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Joginder Sharma ,Chennai Super Kings
Palani Amarnath ,Chennai Super Kings
Manpreet Gony ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Adam Gilchrist (wk),Deccan Chargers
Venugopal Rao ,Deccan Chargers
Vvs Laxman (c),Deccan Chargers
Andrew Symonds ,Deccan Chargers
Rohit Sharma ,Deccan Chargers
Shahid Afridi ,Deccan Chargers
Sanjay Bangar ,Deccan Chargers
Arjun Yadav ,Deccan Chargers
Chaminda Vaas ,Deccan Chargers
Rp Singh ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
Mohammad Kaif ,Rajasthan Royals
Kamran Akmal (wk),Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Shane Watson ,Rajasthan Royals
Darren Lehmann ,Rajasthan Royals
Ravindra Jadeja ,Rajasthan Royals
Pankaj Singh ,Rajasthan Royals
Dinesh Salunkhe ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
Munaf Patel ,Rajasthan Royals
Luke Ronchi (wk),Mumbai Indians
Sanath Jayasuriya ,Mumbai Indians
Dominic Thornely ,Mumbai Indians
Robin Uthappa ,Mumbai Indians
Pinal Shah ,Mumbai Indians
Abhishek Nayar ,Mumbai Indians
Shaun Pollock ,Mumbai Indians
Harbhajan Singh (c),Mumbai Indians
Musavir Khote ,Mumbai Indians
Ashish Nehra ,Mumbai Indians
Dhawal Kulkarni ,Mumbai Indians
Wriddhiman Saha (wk),Kolkata Knight Riders
Brendon Mccullum ,Kolkata Knight Riders
Ricky Ponting ,Kolkata Knight Riders
Sourav Ganguly (c),Kolkata Knight Riders
David Hussey ,Kolkata Knight Riders
Mohammad Hafeez ,Kolkata Knight Riders
Laxmi Ratan Shukla ,Kolkata Knight Riders
Ajit Agarkar ,Kolkata Knight Riders
Ashok Dinda ,Kolkata Knight Riders
Murali Kartik ,Kolkata Knight Riders
Ishant Sharma ,Kolkata Knight Riders
Gautam Gambhir ,Delhi Daredevils
Virender Sehwag (c),Delhi Daredevils
Shikhar Dhawan ,Delhi Daredevils
Manoj Tiwary ,Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Rajat Bhatia ,Delhi Daredevils
Mithun Manhas ,Delhi Daredevils
Daniel Vettori ,Delhi Daredevils
Mf Maharoof ,Delhi Daredevils
Brett Geeves ,Delhi Daredevils
Glenn Mcgrath ,Delhi Daredevils
Karan Goel ,Punjab Kings
James Hopes ,Punjab Kings
Kumar Sangakkara (wk),Punjab Kings
Yuvraj Singh (c),Punjab Kings
Simon Katich ,Punjab Kings
Irfan Pathan ,Punjab Kings
Pankaj Dharmani ,Punjab Kings
Brett Lee ,Punjab Kings
Piyush Chawla ,Punjab Kings
Wilkin Mota ,Punjab Kings
Shanthakumaran Sreesanth ,Punjab Kings
Rahul Dravid (c),Royal Challengers Bangalore
Wasim Jaffer ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Cameron White ,Royal Challengers Bangalore
Mark Boucher (wk),Royal Challengers Bangalore
Balachandra Akhil ,Royal Challengers Bangalore
Ashley Noffke ,Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Zaheer Khan ,Royal Challengers Bangalore
Sunil Joshi ,Royal Challengers Bangalore
