Field1_text,Text
Mohammad Shami ,Delhi Daredevils
Nathan Coulter-nile ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
Chris Gayle ,Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Kl Rahul (wk),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Sachin Baby ,Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Chris Jordan ,Royal Challengers Bangalore
Sreenath Aravind ,Royal Challengers Bangalore
Iqbal Abdulla ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Quinton De Kock (wk),Delhi Daredevils
Mayank Agarwal ,Delhi Daredevils
Karun Nair ,Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Rishabh Pant ,Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Imran Tahir ,Delhi Daredevils
Shahbaz Nadeem ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Yuvraj Singh ,Sunrisers Hyderabad
Ben Cutting ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Ashish Nehra ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Ajinkya Rahane ,Rising Pune Supergiant
Usman Khawaja ,Rising Pune Supergiant
Saurabh Tiwary ,Rising Pune Supergiant
George Bailey ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
Irfan Pathan ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Adam Zampa ,Rising Pune Supergiant
Murugan Ashwin ,Rising Pune Supergiant
Ashok Dinda ,Rising Pune Supergiant
Dwayne Smith ,Gujarat Lions
Brendon Mccullum (c),Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Aaron Finch ,Gujarat Lions
Akshdeep Nath ,Gujarat Lions
Dwayne Bravo ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Shivil Kaushik ,Gujarat Lions
Pravin Tambe ,Gujarat Lions
Murali Vijay (c),Punjab Kings
Hashim Amla ,Punjab Kings
Glenn Maxwell ,Punjab Kings
David Miller ,Punjab Kings
Marcus Stoinis ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Gurkeerat Mann Singh ,Punjab Kings
Axar Patel ,Punjab Kings
Mohit Sharma ,Punjab Kings
Kc Cariappa ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Quinton De Kock (wk),Delhi Daredevils
Mayank Agarwal ,Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Karun Nair ,Delhi Daredevils
Jp Duminy (c),Delhi Daredevils
Rishabh Pant ,Delhi Daredevils
Jayant Yadav ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Nathan Coulter-nile ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Rohit Sharma (c),Mumbai Indians
Parthiv Patel (wk),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Nitish Rana ,Mumbai Indians
Jos Buttler ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Tim Southee ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Kane Williamson ,Sunrisers Hyderabad
Yuvraj Singh ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Barinder Sran ,Sunrisers Hyderabad
Ashish Nehra ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Virat Kohli (c),Royal Challengers Bangalore
Kl Rahul (wk),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Travis Head ,Royal Challengers Bangalore
Sachin Baby ,Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Chris Jordan ,Royal Challengers Bangalore
Iqbal Abdulla ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Dwayne Smith ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Aaron Finch ,Gujarat Lions
Dwayne Bravo ,Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Shivil Kaushik ,Gujarat Lions
Pravin Tambe ,Gujarat Lions
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Kane Williamson ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Yuvraj Singh ,Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Barinder Sran ,Sunrisers Hyderabad
Ashish Nehra ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Quinton De Kock (wk),Delhi Daredevils
Rishabh Pant ,Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Karun Nair ,Delhi Daredevils
Sam Billings ,Delhi Daredevils
Carlos Brathwaite ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
Shahbaz Nadeem ,Delhi Daredevils
Ajinkya Rahane ,Rising Pune Supergiant
Usman Khawaja ,Rising Pune Supergiant
Saurabh Tiwary ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
George Bailey ,Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
Adam Zampa ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Ashok Dinda ,Rising Pune Supergiant
Rp Singh ,Rising Pune Supergiant
Aaron Finch ,Gujarat Lions
Dwayne Smith ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
Dwayne Bravo ,Gujarat Lions
Pradeep Sangwan ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Shivil Kaushik ,Gujarat Lions
Ajinkya Rahane ,Rising Pune Supergiant
Saurabh Tiwary ,Rising Pune Supergiant
Usman Khawaja ,Rising Pune Supergiant
George Bailey ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
Scott Boland ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Ashok Dinda ,Rising Pune Supergiant
Murugan Ashwin ,Rising Pune Supergiant
Murali Vijay (c),Punjab Kings
Manan Vohra ,Punjab Kings
Marcus Stoinis ,Punjab Kings
Glenn Maxwell ,Punjab Kings
David Miller ,Punjab Kings
Axar Patel ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Gurkeerat Mann Singh ,Punjab Kings
Mohit Sharma ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Swapnil Singh ,Punjab Kings
Quinton De Kock (wk),Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Karun Nair ,Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Sam Billings ,Delhi Daredevils
Rishabh Pant ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Shahbaz Nadeem ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
Robin Uthappa (wk),Kolkata Knight Riders
Gautam Gambhir (c),Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Chris Lynn ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Rohit Sharma (c),Mumbai Indians
Parthiv Patel (wk),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Jos Buttler ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Tim Southee ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Murali Vijay (c),Punjab Kings
Shaun Marsh ,Punjab Kings
David Miller ,Punjab Kings
Glenn Maxwell ,Punjab Kings
Gurkeerat Mann Singh ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Axar Patel ,Punjab Kings
Marcus Stoinis ,Punjab Kings
Kc Cariappa ,Punjab Kings
Mohit Sharma ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Virat Kohli (c),Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Sachin Baby ,Royal Challengers Bangalore
Kl Rahul (wk),Royal Challengers Bangalore
Kedar Jadhav ,Royal Challengers Bangalore
Parveez Rasool ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Kane Richardson ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Tabraiz Shamsi ,Royal Challengers Bangalore
Robin Uthappa (wk),Kolkata Knight Riders
Gautam Gambhir (c),Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Rajagopal Sathish ,Kolkata Knight Riders
Jason Holder ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Brad Hogg ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Dwayne Smith ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
Ishan Kishan ,Gujarat Lions
Dwayne Bravo ,Gujarat Lions
James Faulkner ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Shivil Kaushik ,Gujarat Lions
Gautam Gambhir (c),Kolkata Knight Riders
Robin Uthappa (wk),Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Chris Lynn ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Rajagopal Sathish ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Jaydev Unadkat ,Kolkata Knight Riders
Dwayne Smith ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
Dwayne Bravo ,Gujarat Lions
James Faulkner ,Gujarat Lions
Ishan Kishan ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Pravin Tambe ,Gujarat Lions
Faf Du Plessis ,Rising Pune Supergiant
Ajinkya Rahane ,Rising Pune Supergiant
Steve Smith ,Rising Pune Supergiant
Saurabh Tiwary ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Mitchell Marsh ,Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Ashok Dinda ,Rising Pune Supergiant
Murugan Ashwin ,Rising Pune Supergiant
Rohit Sharma (c),Mumbai Indians
Parthiv Patel (wk),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Jos Buttler ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Tim Southee ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Robin Uthappa (wk),Kolkata Knight Riders
Gautam Gambhir (c),Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Rajagopal Sathish ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Kl Rahul (wk),Royal Challengers Bangalore
Sarfaraz Khan ,Royal Challengers Bangalore
Kedar Jadhav ,Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Iqbal Abdulla ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Kane Richardson ,Royal Challengers Bangalore
Tabraiz Shamsi ,Royal Challengers Bangalore
Murali Vijay ,Punjab Kings
Manan Vohra ,Punjab Kings
Glenn Maxwell ,Punjab Kings
David Miller (c),Punjab Kings
Shaun Marsh ,Punjab Kings
Axar Patel ,Punjab Kings
Nikhil Naik (wk),Punjab Kings
Rishi Dhawan ,Punjab Kings
Mohit Sharma ,Punjab Kings
Kyle Abbott ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Rohit Sharma (c),Mumbai Indians
Parthiv Patel (wk),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Jos Buttler ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Tim Southee ,Mumbai Indians
Virat Kohli (c),Royal Challengers Bangalore
Kl Rahul (wk),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Mandeep Singh ,Royal Challengers Bangalore
Sarfaraz Khan ,Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Kane Richardson ,Royal Challengers Bangalore
Iqbal Abdulla ,Royal Challengers Bangalore
Tabraiz Shamsi ,Royal Challengers Bangalore
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Eoin Morgan ,Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Aditya Tare ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Bipul Sharma ,Sunrisers Hyderabad
Barinder Sran ,Sunrisers Hyderabad
Virat Kohli (c),Royal Challengers Bangalore
Kl Rahul (wk),Royal Challengers Bangalore
Travis Head ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Sarfaraz Khan ,Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Kane Richardson ,Royal Challengers Bangalore
Iqbal Abdulla ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Gautam Gambhir (c),Kolkata Knight Riders
Robin Uthappa (wk),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Parthiv Patel (wk),Mumbai Indians
Martin Guptill ,Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Jos Buttler ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Tim Southee ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Quinton De Kock (wk),Delhi Daredevils
Shreyas Iyer ,Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Karun Nair ,Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Carlos Brathwaite ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Pawan Negi ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Faf Du Plessis ,Rising Pune Supergiant
Ajinkya Rahane ,Rising Pune Supergiant
Kevin Pietersen ,Rising Pune Supergiant
Steve Smith ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
Irfan Pathan ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Ishant Sharma ,Rising Pune Supergiant
Ankit Sharma ,Rising Pune Supergiant
Murugan Ashwin ,Rising Pune Supergiant
Aaron Finch ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dwayne Bravo ,Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
James Faulkner ,Gujarat Lions
Akshdeep Nath ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Shadab Jakati ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Pravin Tambe ,Gujarat Lions
Gautam Gambhir (c),Kolkata Knight Riders
Robin Uthappa (wk),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Murali Vijay ,Punjab Kings
Manan Vohra ,Punjab Kings
David Miller (c),Punjab Kings
Glenn Maxwell ,Punjab Kings
Shaun Marsh ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Axar Patel ,Punjab Kings
Mitchell Johnson ,Punjab Kings
Mohit Sharma ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Pradeep Sahu ,Punjab Kings
Faf Du Plessis ,Rising Pune Supergiant
Ajinkya Rahane ,Rising Pune Supergiant
Kevin Pietersen ,Rising Pune Supergiant
Steve Smith ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Mitchell Marsh ,Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Murugan Ashwin ,Rising Pune Supergiant
Ishant Sharma ,Rising Pune Supergiant
Rp Singh ,Rising Pune Supergiant
Rohit Sharma (c),Mumbai Indians
Parthiv Patel (wk),Mumbai Indians
Jos Buttler ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Jagadeesha Suchith ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Tim Southee ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Ashish Reddy ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Eoin Morgan ,Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Ashish Nehra ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Aaron Finch ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Dwayne Bravo ,Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
James Faulkner ,Gujarat Lions
Ishan Kishan ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Pradeep Sangwan ,Gujarat Lions
Sarabjit Ladda ,Gujarat Lions
Quinton De Kock (wk),Delhi Daredevils
Mayank Agarwal ,Delhi Daredevils
Shreyas Iyer ,Delhi Daredevils
Karun Nair ,Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Carlos Brathwaite ,Delhi Daredevils
Pawan Negi ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
Nathan Coulter-nile ,Delhi Daredevils
Faf Du Plessis ,Rising Pune Supergiant
Ajinkya Rahane ,Rising Pune Supergiant
Kevin Pietersen ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Steve Smith ,Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
