Field1_text,Text
Hardik Pandya (c),GT
Wriddhiman Saha (wk),GT
Shubman Gill ,GT
Matthew Wade ,GT
David Miller ,GT
Rahul Tewatia ,GT
Rashid Khan ,GT
Sai Kishore ,GT
Mohammad Shami ,GT
Lockie Ferguson ,GT
Yash Dayal ,GT
Sanju Samson (c)(wk),RR
Yashasvi Jaiswal ,RR
Jos Buttler ,RR
Devdutt Padikkal ,RR
Shimron Hetmyer ,RR
Riyan Parag ,RR
Ravichandran Ashwin ,RR
Obed Mccoy ,RR
Trent Boult ,RR
Yuzvendra Chahal ,RR
Prasidh Krishna ,RR
K L Rahul (c),LSG
Quinton De Kock (wk),LSG
Manan Vohra ,LSG
Deepak Hooda ,LSG
Marcus Stoinis ,LSG
Evin Lewis ,LSG
Krunal Pandya ,LSG
Dushmantha Chameera ,LSG
Mohsin Khan ,LSG
Avesh Khan ,LSG
Ravi Bishnoi ,LSG
Hardik Pandya (c),GT
Wriddhiman Saha (wk),GT
Shubman Gill ,GT
Matthew Wade ,GT
David Miller ,GT
Rahul Tewatia ,GT
Rashid Khan ,GT
Sai Kishore ,GT
Alzarri Joseph ,GT
Mohammad Shami ,GT
Yash Dayal ,GT
Priyam Garg ,SRH
Abhishek Sharma ,SRH
Rahul Tripathi ,SRH
Aiden Markram ,SRH
Nicholas Pooran (wk),SRH
Washington Sundar ,SRH
Romario Shepherd ,SRH
Jagadeesha Suchith ,SRH
Bhuvneshwar Kumar (c),SRH
Umran Malik ,SRH
Fazalhaq Farooqi ,SRH
Ishan Kishan (wk),MI
Rohit Sharma (c),MI
Dewald Brevis ,MI
Tilak Varma ,MI
Tim David ,MI
Ramandeep Singh ,MI
Daniel Sams ,MI
Hrithik Shokeen ,MI
Mayank Markande ,MI
Jasprit Bumrah ,MI
Riley Meredith ,MI
Yashasvi Jaiswal ,RR
Jos Buttler ,RR
Sanju Samson (c)(wk),RR
Devdutt Padikkal ,RR
Ravichandran Ashwin ,RR
Shimron Hetmyer ,RR
Riyan Parag ,RR
Obed Mccoy ,RR
Trent Boult ,RR
Prasidh Krishna ,RR
Yuzvendra Chahal ,RR
Virat Kohli ,RCB
Faf Du Plessis (c),RCB
Glenn Maxwell ,RCB
Dinesh Karthik (wk),RCB
Rajat Patidar ,RCB
Mahipal Lomror ,RCB
Shahbaz Ahmed ,RCB
Wanindu Hasaranga ,RCB
Harshal Patel ,RCB
Siddarth Kaul ,RCB
Josh Hazlewood ,RCB
Venkatesh Iyer ,KKR
Abhijeet Tomar ,KKR
Nitish Rana ,KKR
Shreyas Iyer (c),KKR
Sam Billings (wk),KKR
Andre Russell ,KKR
Rinku Singh ,KKR
Sunil Narine ,KKR
Umesh Yadav ,KKR
Tim Southee ,KKR
Varun Chakaravarthy ,KKR
Rohit Sharma (c),MI
Ishan Kishan (wk),MI
Daniel Sams ,MI
Tilak Varma ,MI
Tim David ,MI
Tristan Stubbs ,MI
Ramandeep Singh ,MI
Sanjay Yadav ,MI
Jasprit Bumrah ,MI
Mayank Markande ,MI
Riley Meredith ,MI
Jonny Bairstow ,PBKS
Shikhar Dhawan ,PBKS
Bhanuka Rajapaksa ,PBKS
Liam Livingstone ,PBKS
Mayank Agarwal (c),PBKS
Jitesh Sharma (wk),PBKS
Harpreet Brar ,PBKS
Rishi Dhawan ,PBKS
Rahul Chahar ,PBKS
Kagiso Rabada ,PBKS
Arshdeep Singh ,PBKS
Quinton De Kock (wk),LSG
K L Rahul (c),LSG
Ayush Badoni ,LSG
Deepak Hooda ,LSG
Krunal Pandya ,LSG
Marcus Stoinis ,LSG
Jason Holder ,LSG
Dushmantha Chameera ,LSG
Mohsin Khan ,LSG
Avesh Khan ,LSG
Ravi Bishnoi ,LSG
Ruturaj  Gaikwad ,CSK
Devon Conway ,CSK
Moeen Ali ,CSK
Jagadeesan Narayan ,CSK
Shivam Dube ,CSK
Ms Dhoni (c)(wk),CSK
Mitchell Santner ,CSK
Prashant Solanki ,CSK
Mukesh Choudhary ,CSK
Simarjeet Singh ,CSK
Matheesha Pathirana ,CSK
Venkatesh Iyer ,KKR
Ajinkya Rahane ,KKR
Nitish Rana ,KKR
Shreyas Iyer (c),KKR
Sam Billings (wk),KKR
Rinku Singh ,KKR
Andre Russell ,KKR
Sunil Narine ,KKR
Tim Southee ,KKR
Umesh Yadav ,KKR
