Field1_text,Text
Rahul Dravid ,Royal Challengers Bangalore
Robin Uthappa (wk),Royal Challengers Bangalore
Ross Taylor ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Vinay Kumar ,Royal Challengers Bangalore
Pankaj Singh ,Royal Challengers Bangalore
Anil Kumble (c),Royal Challengers Bangalore
Mahela Jayawardene ,Punjab Kings
Shaun Marsh ,Punjab Kings
Kumar Sangakkara (c)(wk),Punjab Kings
Yuvraj Singh ,Punjab Kings
Irfan Pathan ,Punjab Kings
Karan Goel ,Punjab Kings
Juan Theron ,Punjab Kings
Reetinder Sodhi ,Punjab Kings
Piyush Chawla ,Punjab Kings
Shalabh Srivastava ,Punjab Kings
Vikramjeet Malik ,Punjab Kings
Murali Vijay ,Chennai Super Kings
Matthew Hayden ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Michael Hussey ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Albie Morkel ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Lakshmipathy Balaji ,Chennai Super Kings
Doug Bollinger ,Chennai Super Kings
Shadab Jakati ,Chennai Super Kings
Michael Lumb ,Rajasthan Royals
Naman Ojha (wk),Rajasthan Royals
Amit Paunikar ,Rajasthan Royals
Shane Watson ,Rajasthan Royals
Abhishek Jhunjhunwala ,Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Adam Voges ,Rajasthan Royals
Abhishek Raut ,Rajasthan Royals
Kamran Khan ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
Murali Vijay ,Chennai Super Kings
Matthew Hayden ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Srikkanth Anirudha ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Albie Morkel ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Shadab Jakati ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Doug Bollinger ,Chennai Super Kings
Chandan Madan (wk),Mumbai Indians
Sachin Tendulkar (c),Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Jp Duminy ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Dwayne Bravo ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Ali Murtaza ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Dilhara Fernando ,Mumbai Indians
Herschelle Gibbs ,Deccan Chargers
Adam Gilchrist (c)(wk),Deccan Chargers
Tirumalasetti Suman ,Deccan Chargers
Rohit Sharma ,Deccan Chargers
Mohnish Mishra ,Deccan Chargers
Andrew Symonds ,Deccan Chargers
Ryan Harris ,Deccan Chargers
Bodapati Sumanth ,Deccan Chargers
Rp Singh ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
Harmeet Singh Bansal ,Deccan Chargers
Michael Lumb ,Rajasthan Royals
Naman Ojha (wk),Rajasthan Royals
Faiz Fazal ,Rajasthan Royals
Shane Watson ,Rajasthan Royals
Abhishek Jhunjhunwala ,Rajasthan Royals
Adam Voges ,Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Abhishek Raut ,Rajasthan Royals
Aditya Dole ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
David Warner ,Delhi Daredevils
Virender Sehwag ,Delhi Daredevils
Gautam Gambhir (c),Delhi Daredevils
Paul Collingwood ,Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Daniel Vettori ,Delhi Daredevils
Mithun Manhas ,Delhi Daredevils
Rajat Bhatia ,Delhi Daredevils
Mf Maharoof ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Ashish Nehra ,Delhi Daredevils
Sridharan Sriram ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Rahul Dravid ,Royal Challengers Bangalore
Robin Uthappa (wk),Royal Challengers Bangalore
Ross Taylor ,Royal Challengers Bangalore
Cameron White ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Vinay Kumar ,Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Anil Kumble (c),Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Mohnish Mishra ,Deccan Chargers
Adam Gilchrist (c)(wk),Deccan Chargers
Tirumalasetti Suman ,Deccan Chargers
Rohit Sharma ,Deccan Chargers
Andrew Symonds ,Deccan Chargers
Dwayne Smith ,Deccan Chargers
Bodapati Sumanth ,Deccan Chargers
Rp Singh ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
Ryan Harris ,Deccan Chargers
Harmeet Singh Bansal ,Deccan Chargers
Adrian Barath ,Punjab Kings
Mahela Jayawardene ,Punjab Kings
Kumar Sangakkara (c)(wk),Punjab Kings
Yuvraj Singh ,Punjab Kings
Irfan Pathan ,Punjab Kings
Reetinder Sodhi ,Punjab Kings
Karan Goel ,Punjab Kings
Piyush Chawla ,Punjab Kings
Ramesh Powar ,Punjab Kings
Brett Lee ,Punjab Kings
Love Ablish ,Punjab Kings
Manish Pandey ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Rahul Dravid ,Royal Challengers Bangalore
Robin Uthappa (wk),Royal Challengers Bangalore
Ross Taylor ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Cameron White ,Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Vinay Kumar ,Royal Challengers Bangalore
Anil Kumble (c),Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Sourav Ganguly (c),Kolkata Knight Riders
Chris Gayle ,Kolkata Knight Riders
Brendon Mccullum ,Kolkata Knight Riders
Manoj Tiwary ,Kolkata Knight Riders
Angelo Mathews ,Kolkata Knight Riders
Cheteshwar Pujara ,Kolkata Knight Riders
Wriddhiman Saha (wk),Kolkata Knight Riders
Ajit Agarkar ,Kolkata Knight Riders
Iqbal Abdulla ,Kolkata Knight Riders
Ashok Dinda ,Kolkata Knight Riders
Ajantha Mendis ,Kolkata Knight Riders
Michael Lumb ,Rajasthan Royals
Naman Ojha (wk),Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Shane Watson ,Rajasthan Royals
Faiz Fazal ,Rajasthan Royals
Abhishek Jhunjhunwala ,Rajasthan Royals
Adam Voges ,Rajasthan Royals
Abhishek Raut ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
Aditya Dole ,Rajasthan Royals
Murali Vijay ,Chennai Super Kings
Matthew Hayden ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Michael Hussey ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Shadab Jakati ,Chennai Super Kings
Doug Bollinger ,Chennai Super Kings
Sudeep Tyagi ,Chennai Super Kings
Thilan Thushara ,Chennai Super Kings
Vvs Laxman ,Deccan Chargers
Adam Gilchrist (c)(wk),Deccan Chargers
Rohit Sharma ,Deccan Chargers
Andrew Symonds ,Deccan Chargers
Anirudh Singh ,Deccan Chargers
Dwayne Smith ,Deccan Chargers
Azhar Bilakhia ,Deccan Chargers
Ryan Harris ,Deccan Chargers
Rp Singh ,Deccan Chargers
Harmeet Singh Bansal ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
David Warner ,Delhi Daredevils
Virender Sehwag ,Delhi Daredevils
Gautam Gambhir (c),Delhi Daredevils
Paul Collingwood ,Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Kedar Jadhav ,Delhi Daredevils
Daniel Vettori ,Delhi Daredevils
Rajat Bhatia ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Mf Maharoof ,Delhi Daredevils
Pradeep Sangwan ,Delhi Daredevils
Sourav Ganguly (c),Kolkata Knight Riders
Chris Gayle ,Kolkata Knight Riders
Manoj Tiwary ,Kolkata Knight Riders
Angelo Mathews ,Kolkata Knight Riders
David Hussey ,Kolkata Knight Riders
Cheteshwar Pujara ,Kolkata Knight Riders
Wriddhiman Saha (wk),Kolkata Knight Riders
Ajit Agarkar ,Kolkata Knight Riders
Murali Kartik ,Kolkata Knight Riders
Shane Bond ,Kolkata Knight Riders
Jaydev Unadkat ,Kolkata Knight Riders
Shikhar Dhawan ,Mumbai Indians
Sachin Tendulkar (c),Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Dwayne Bravo ,Mumbai Indians
Ambati Rayudu (wk),Mumbai Indians
Kieron Pollard ,Mumbai Indians
Rajagopal Sathish ,Mumbai Indians
Ryan Mclaren ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Murali Vijay ,Chennai Super Kings
Matthew Hayden ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Albie Morkel ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Srikkanth Anirudha ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Shadab Jakati ,Chennai Super Kings
Doug Bollinger ,Chennai Super Kings
Sudeep Tyagi ,Chennai Super Kings
Shaun Marsh ,Punjab Kings
Manvinder Bisla ,Punjab Kings
Kumar Sangakkara (c)(wk),Punjab Kings
Ravi Bopara ,Punjab Kings
Yuvraj Singh ,Punjab Kings
Irfan Pathan ,Punjab Kings
Brett Lee ,Punjab Kings
Piyush Chawla ,Punjab Kings
Shalabh Srivastava ,Punjab Kings
Bipul Sharma ,Punjab Kings
Shanthakumaran Sreesanth ,Punjab Kings
Sourav Ganguly (c),Kolkata Knight Riders
Chris Gayle ,Kolkata Knight Riders
Cheteshwar Pujara ,Kolkata Knight Riders
Manoj Tiwary ,Kolkata Knight Riders
David Hussey ,Kolkata Knight Riders
Angelo Mathews ,Kolkata Knight Riders
Wriddhiman Saha (wk),Kolkata Knight Riders
Ajit Agarkar ,Kolkata Knight Riders
Murali Kartik ,Kolkata Knight Riders
Shane Bond ,Kolkata Knight Riders
Mohnish Parmar ,Kolkata Knight Riders
David Warner ,Delhi Daredevils
Virender Sehwag ,Delhi Daredevils
Gautam Gambhir (c),Delhi Daredevils
Paul Collingwood ,Delhi Daredevils
Kedar Jadhav ,Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Andrew Mcdonald ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Mf Maharoof ,Delhi Daredevils
Sarabjit Ladda ,Delhi Daredevils
Umesh Yadav ,Delhi Daredevils
Murali Vijay ,Chennai Super Kings
Matthew Hayden ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Albie Morkel ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Chandrasekar Ganapathy ,Chennai Super Kings
Manpreet Gony ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Thilan Thushara ,Chennai Super Kings
Shadab Jakati ,Chennai Super Kings
Shikhar Dhawan ,Mumbai Indians
Sachin Tendulkar (c),Mumbai Indians
Kieron Pollard ,Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Ambati Rayudu (wk),Mumbai Indians
Dwayne Bravo ,Mumbai Indians
Rajagopal Sathish ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Ryan Mclaren ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
David Warner ,Delhi Daredevils
Virender Sehwag ,Delhi Daredevils
Gautam Gambhir (c),Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Paul Collingwood ,Delhi Daredevils
Kedar Jadhav ,Delhi Daredevils
Andrew Mcdonald ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Dirk Nannes ,Delhi Daredevils
Umesh Yadav ,Delhi Daredevils
Rajat Bhatia ,Delhi Daredevils
Adam Gilchrist (c)(wk),Deccan Chargers
Mohnish Mishra ,Deccan Chargers
Herschelle Gibbs ,Deccan Chargers
Andrew Symonds ,Deccan Chargers
Rohit Sharma ,Deccan Chargers
Tirumalasetti Suman ,Deccan Chargers
Venugopal Rao ,Deccan Chargers
Jaskaran Singh ,Deccan Chargers
Kemar Roach ,Deccan Chargers
Rp Singh ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
Michael Lumb ,Rajasthan Royals
Naman Ojha (wk),Rajasthan Royals
Faiz Fazal ,Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Adam Voges ,Rajasthan Royals
Abhishek Jhunjhunwala ,Rajasthan Royals
Paras Dogra ,Rajasthan Royals
Sumit Narwal ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Shaun Tait ,Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
Ravi Bopara ,Punjab Kings
Yuvraj Singh ,Punjab Kings
Manvinder Bisla ,Punjab Kings
Kumar Sangakkara (c)(wk),Punjab Kings
Mahela Jayawardene ,Punjab Kings
Irfan Pathan ,Punjab Kings
Karan Goel ,Punjab Kings
Brett Lee ,Punjab Kings
Piyush Chawla ,Punjab Kings
Shalabh Srivastava ,Punjab Kings
Vikramjeet Malik ,Punjab Kings
Michael Lumb ,Rajasthan Royals
Naman Ojha (wk),Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Faiz Fazal ,Rajasthan Royals
Adam Voges ,Rajasthan Royals
Abhishek Jhunjhunwala ,Rajasthan Royals
Paras Dogra ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Sumit Narwal ,Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
Shaun Tait ,Rajasthan Royals
Shikhar Dhawan ,Mumbai Indians
Sachin Tendulkar (c),Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Rajagopal Sathish ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Dwayne Bravo ,Mumbai Indians
Ryan Mclaren ,Mumbai Indians
Aditya Tare (wk),Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Manish Pandey ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Robin Uthappa ,Royal Challengers Bangalore
Rahul Dravid ,Royal Challengers Bangalore
Eoin Morgan ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Mark Boucher (wk),Royal Challengers Bangalore
Vinay Kumar ,Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Anil Kumble (c),Royal Challengers Bangalore
Ravi Bopara ,Punjab Kings
Kumar Sangakkara (c)(wk),Punjab Kings
Manvinder Bisla ,Punjab Kings
Yuvraj Singh ,Punjab Kings
Mahela Jayawardene ,Punjab Kings
Irfan Pathan ,Punjab Kings
Mohammad Kaif ,Punjab Kings
Piyush Chawla ,Punjab Kings
Juan Theron ,Punjab Kings
Shanthakumaran Sreesanth ,Punjab Kings
Shalabh Srivastava ,Punjab Kings
Manish Pandey ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Rahul Dravid ,Royal Challengers Bangalore
Robin Uthappa ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Eoin Morgan ,Royal Challengers Bangalore
Mark Boucher (wk),Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Anil Kumble (c),Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Vinay Kumar ,Royal Challengers Bangalore
Shikhar Dhawan ,Mumbai Indians
Sachin Tendulkar (c),Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Rajagopal Sathish ,Mumbai Indians
Aditya Tare (wk),Mumbai Indians
Dwayne Bravo ,Mumbai Indians
Ryan Mclaren ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Parthiv Patel (wk),Chennai Super Kings
Matthew Hayden ,Chennai Super Kings
Suresh Raina (c),Chennai Super Kings
Murali Vijay ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Albie Morkel ,Chennai Super Kings
Manpreet Gony ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Jm Kemp ,Chennai Super Kings
Lakshmipathy Balaji ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Mohnish Mishra ,Deccan Chargers
Adam Gilchrist (c)(wk),Deccan Chargers
Herschelle Gibbs ,Deccan Chargers
Andrew Symonds ,Deccan Chargers
Rohit Sharma ,Deccan Chargers
Tirumalasetti Suman ,Deccan Chargers
Venugopal Rao ,Deccan Chargers
Chaminda Vaas ,Deccan Chargers
Rahul Sharma ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
Rp Singh ,Deccan Chargers
Sanath Jayasuriya ,Mumbai Indians
Sachin Tendulkar (c),Mumbai Indians
Aditya Tare (wk),Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Dwayne Bravo ,Mumbai Indians
Rajagopal Sathish ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Michael Lumb ,Rajasthan Royals
Naman Ojha (wk),Rajasthan Royals
Faiz Fazal ,Rajasthan Royals
Abhishek Jhunjhunwala ,Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Adam Voges ,Rajasthan Royals
Paras Dogra ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Munaf Patel ,Rajasthan Royals
Siddharth Trivedi ,Rajasthan Royals
Shaun Tait ,Rajasthan Royals
Adam Gilchrist (c)(wk),Deccan Chargers
Vvs Laxman ,Deccan Chargers
Herschelle Gibbs ,Deccan Chargers
Andrew Symonds ,Deccan Chargers
Rohit Sharma ,Deccan Chargers
Anirudh Singh ,Deccan Chargers
Tirumalasetti Suman ,Deccan Chargers
Chaminda Vaas ,Deccan Chargers
Jaskaran Singh ,Deccan Chargers
Rp Singh ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
David Warner ,Delhi Daredevils
Virender Sehwag ,Delhi Daredevils
Tillakaratne Dilshan ,Delhi Daredevils
Dinesh Karthik (c)(wk),Delhi Daredevils
Ab De Villiers ,Delhi Daredevils
Mithun Manhas ,Delhi Daredevils
Rajat Bhatia ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Pradeep Sangwan ,Delhi Daredevils
Dirk Nannes ,Delhi Daredevils
Umesh Yadav ,Delhi Daredevils
Manish Pandey ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Robin Uthappa ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Rahul Dravid ,Royal Challengers Bangalore
Eoin Morgan ,Royal Challengers Bangalore
Mark Boucher (wk),Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Anil Kumble (c),Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Vinay Kumar ,Royal Challengers Bangalore
Tillakaratne Dilshan ,Delhi Daredevils
Virender Sehwag ,Delhi Daredevils
Ab De Villiers ,Delhi Daredevils
Mf Maharoof ,Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Mithun Manhas ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Pradeep Sangwan ,Delhi Daredevils
Sarabjit Ladda ,Delhi Daredevils
Dirk Nannes ,Delhi Daredevils
Gautam Gambhir (c),Delhi Daredevils
Brad Hodge ,Kolkata Knight Riders
Manoj Tiwary ,Kolkata Knight Riders
Sourav Ganguly (c),Kolkata Knight Riders
Wriddhiman Saha (wk),Kolkata Knight Riders
Owais Shah ,Kolkata Knight Riders
Angelo Mathews ,Kolkata Knight Riders
Laxmi Ratan Shukla ,Kolkata Knight Riders
Rohan Gavaskar ,Kolkata Knight Riders
Shane Bond ,Kolkata Knight Riders
Murali Kartik ,Kolkata Knight Riders
Ishant Sharma ,Kolkata Knight Riders
Manish Pandey ,Royal Challengers Bangalore
Jacques Kallis ,Royal Challengers Bangalore
Robin Uthappa ,Royal Challengers Bangalore
Virat Kohli ,Royal Challengers Bangalore
Rahul Dravid ,Royal Challengers Bangalore
Eoin Morgan ,Royal Challengers Bangalore
Mark Boucher (wk),Royal Challengers Bangalore
Praveen Kumar ,Royal Challengers Bangalore
Anil Kumble (c),Royal Challengers Bangalore
Dale Steyn ,Royal Challengers Bangalore
Vinay Kumar ,Royal Challengers Bangalore
Swapnil Asnodkar ,Rajasthan Royals
Graeme Smith ,Rajasthan Royals
Naman Ojha (wk),Rajasthan Royals
Yusuf Pathan ,Rajasthan Royals
Abhishek Jhunjhunwala ,Rajasthan Royals
Paras Dogra ,Rajasthan Royals
Dimitri Mascarenhas ,Rajasthan Royals
Amit Uniyal ,Rajasthan Royals
Shane Warne (c),Rajasthan Royals
Shaun Tait ,Rajasthan Royals
Munaf Patel ,Rajasthan Royals
Murali Vijay ,Chennai Super Kings
Matthew Hayden ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Subramaniam Badrinath ,Chennai Super Kings
Jm Kemp ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Albie Morkel ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Lakshmipathy Balaji ,Chennai Super Kings
Muttiah Muralitharan ,Chennai Super Kings
Sudeep Tyagi ,Chennai Super Kings
Brad Hodge ,Kolkata Knight Riders
Manoj Tiwary ,Kolkata Knight Riders
Sourav Ganguly (c),Kolkata Knight Riders
Cheteshwar Pujara ,Kolkata Knight Riders
Owais Shah ,Kolkata Knight Riders
Rohan Gavaskar ,Kolkata Knight Riders
Angelo Mathews ,Kolkata Knight Riders
Wriddhiman Saha (wk),Kolkata Knight Riders
Murali Kartik ,Kolkata Knight Riders
Charl Langeveldt ,Kolkata Knight Riders
Ishant Sharma ,Kolkata Knight Riders
Ravi Bopara ,Punjab Kings
Manvinder Bisla ,Punjab Kings
Kumar Sangakkara (c)(wk),Punjab Kings
Yuvraj Singh ,Punjab Kings
Mahela Jayawardene ,Punjab Kings
Irfan Pathan ,Punjab Kings
Mohammad Kaif ,Punjab Kings
Piyush Chawla ,Punjab Kings
Ramesh Powar ,Punjab Kings
Shanthakumaran Sreesanth ,Punjab Kings
Yusuf Abdulla ,Punjab Kings
Sanath Jayasuriya ,Mumbai Indians
Sachin Tendulkar (c),Mumbai Indians
Aditya Tare (wk),Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Rajagopal Sathish ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Ryan Mclaren ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Ali Murtaza ,Mumbai Indians
Adam Gilchrist (c)(wk),Deccan Chargers
Vvs Laxman ,Deccan Chargers
Herschelle Gibbs ,Deccan Chargers
Andrew Symonds ,Deccan Chargers
Rohit Sharma ,Deccan Chargers
Anirudh Singh ,Deccan Chargers
Tirumalasetti Suman ,Deccan Chargers
Chaminda Vaas ,Deccan Chargers
Jaskaran Singh ,Deccan Chargers
Rp Singh ,Deccan Chargers
Pragyan Ojha ,Deccan Chargers
