Field1_text,Text
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Ankit Rajpoot ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Rohit Sharma (c),Mumbai Indians
Martin Guptill ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Nitish Rana ,Mumbai Indians
Jos Buttler (wk),Mumbai Indians
Kieron Pollard ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Vinay Kumar ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Murali Vijay (c),Punjab Kings
Hashim Amla ,Punjab Kings
Glenn Maxwell ,Punjab Kings
David Miller ,Punjab Kings
Marcus Stoinis ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Gurkeerat Mann Singh ,Punjab Kings
Axar Patel ,Punjab Kings
Mohit Sharma ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Anureet Singh ,Punjab Kings
Robin Uthappa (wk),Kolkata Knight Riders
Gautam Gambhir (c),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Ankit Rajpoot ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Chris Gayle ,Royal Challengers Bangalore
Kl Rahul (wk),Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Sachin Baby ,Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Chris Jordan ,Royal Challengers Bangalore
Sreenath Aravind ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Rohit Sharma (c),Mumbai Indians
Unmukt Chand ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Nitish Rana ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Jos Buttler (wk),Mumbai Indians
Krunal Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Tim Southee ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Kane Williamson ,Sunrisers Hyderabad
Yuvraj Singh ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Barinder Sran ,Sunrisers Hyderabad
Ashish Nehra ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Chris Gayle ,Royal Challengers Bangalore
Kl Rahul (wk),Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Sachin Baby ,Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Chris Jordan ,Royal Challengers Bangalore
Sreenath Aravind ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Ajinkya Rahane ,Rising Pune Supergiant
Usman Khawaja ,Rising Pune Supergiant
Saurabh Tiwary ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
George Bailey ,Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Adam Zampa ,Rising Pune Supergiant
Ashok Dinda ,Rising Pune Supergiant
Rp Singh ,Rising Pune Supergiant
Murali Vijay (c),Punjab Kings
Marcus Stoinis ,Punjab Kings
Hashim Amla ,Punjab Kings
David Miller ,Punjab Kings
Farhaan Behardien ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Axar Patel ,Punjab Kings
Mohit Sharma ,Punjab Kings
Anureet Singh ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Kc Cariappa ,Punjab Kings
Robin Uthappa (wk),Kolkata Knight Riders
Gautam Gambhir (c),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Brad Hogg ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Rohit Sharma (c),Mumbai Indians
Parthiv Patel (wk),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Jos Buttler ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Tim Southee ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Murali Vijay (c),Punjab Kings
Marcus Stoinis ,Punjab Kings
Hashim Amla ,Punjab Kings
Glenn Maxwell ,Punjab Kings
David Miller ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Axar Patel ,Punjab Kings
Gurkeerat Mann Singh ,Punjab Kings
Kc Cariappa ,Punjab Kings
Mohit Sharma ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Kl Rahul (wk),Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Travis Head ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Sachin Baby ,Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Parveez Rasool ,Royal Challengers Bangalore
Chris Jordan ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Kane Williamson ,Sunrisers Hyderabad
Yuvraj Singh ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Barinder Sran ,Sunrisers Hyderabad
Ashish Nehra ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Sam Billings ,Delhi Daredevils
Rishabh Pant ,Delhi Daredevils
Sanju Samson (wk),Delhi Daredevils
Karun Nair ,Delhi Daredevils
Jp Duminy (c),Delhi Daredevils
Pawan Negi ,Delhi Daredevils
Carlos Brathwaite ,Delhi Daredevils
Jayant Yadav ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Imran Tahir ,Delhi Daredevils
Gautam Gambhir (c),Kolkata Knight Riders
Robin Uthappa (wk),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Brad Hogg ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Dwayne Smith ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Aaron Finch ,Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
Ishan Kishan ,Gujarat Lions
James Faulkner ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Shivil Kaushik ,Gujarat Lions
Virat Kohli (c),Royal Challengers Bangalore
Chris Gayle ,Royal Challengers Bangalore
Kl Rahul (wk),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Sachin Baby ,Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Sreenath Aravind ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Tabraiz Shamsi ,Royal Challengers Bangalore
Ajinkya Rahane ,Rising Pune Supergiant
Saurabh Tiwary ,Rising Pune Supergiant
Steve Smith ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
Peter Handscomb ,Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
Scott Boland ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Murugan Ashwin ,Rising Pune Supergiant
Ashok Dinda ,Rising Pune Supergiant
Dwayne Smith ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Dwayne Bravo ,Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
Ishan Kishan ,Gujarat Lions
James Faulkner ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Shivil Kaushik ,Gujarat Lions
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Kane Williamson ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Ashish Reddy ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Barinder Sran ,Sunrisers Hyderabad
Ashish Nehra ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Quinton De Kock (wk),Delhi Daredevils
Shreyas Iyer ,Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Karun Nair ,Delhi Daredevils
Sam Billings ,Delhi Daredevils
Rishabh Pant ,Delhi Daredevils
Carlos Brathwaite ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Ajinkya Rahane ,Rising Pune Supergiant
Saurabh Tiwary ,Rising Pune Supergiant
Steve Smith ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
Peter Handscomb ,Rising Pune Supergiant
Albie Morkel ,Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Ashok Dinda ,Rising Pune Supergiant
Murugan Ashwin ,Rising Pune Supergiant
Rohit Sharma (c),Mumbai Indians
Parthiv Patel (wk),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Jos Buttler ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Tim Southee ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Quinton De Kock (wk),Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Karun Nair ,Delhi Daredevils
Rishabh Pant ,Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Pawan Negi ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Shahbaz Nadeem ,Delhi Daredevils
Imran Tahir ,Delhi Daredevils
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Aditya Tare ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Eoin Morgan ,Sunrisers Hyderabad
Bipul Sharma ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Ashish Nehra ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Murali Vijay ,Punjab Kings
Manan Vohra ,Punjab Kings
Shaun Marsh ,Punjab Kings
David Miller (c),Punjab Kings
Glenn Maxwell ,Punjab Kings
Nikhil Naik (wk),Punjab Kings
Axar Patel ,Punjab Kings
Mitchell Johnson ,Punjab Kings
Mohit Sharma ,Punjab Kings
Pradeep Sahu ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Ajinkya Rahane ,Rising Pune Supergiant
Faf Du Plessis ,Rising Pune Supergiant
Steve Smith ,Rising Pune Supergiant
Saurabh Tiwary ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
Albie Morkel ,Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Ankit Sharma ,Rising Pune Supergiant
Murugan Ashwin ,Rising Pune Supergiant
Aaron Finch ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Dwayne Smith ,Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
Dwayne Bravo ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Shadab Jakati ,Gujarat Lions
Pravin Tambe ,Gujarat Lions
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Aditya Tare ,Sunrisers Hyderabad
Eoin Morgan ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Bipul Sharma ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Barinder Sran ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Quinton De Kock (wk),Delhi Daredevils
Shreyas Iyer ,Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Karun Nair ,Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Pawan Negi ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Imran Tahir ,Delhi Daredevils
Ajinkya Rahane ,Rising Pune Supergiant
Faf Du Plessis ,Rising Pune Supergiant
Kevin Pietersen ,Rising Pune Supergiant
Thisara Perera ,Rising Pune Supergiant
Steve Smith ,Rising Pune Supergiant
Ms Dhoni (c)(wk),Rising Pune Supergiant
Rajat Bhatia ,Rising Pune Supergiant
Ravichandran Ashwin ,Rising Pune Supergiant
Ishant Sharma ,Rising Pune Supergiant
Ankit Sharma ,Rising Pune Supergiant
Murugan Ashwin ,Rising Pune Supergiant
Aaron Finch ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Dwayne Bravo ,Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
Akshdeep Nath ,Gujarat Lions
Dhawal Kulkarni ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Dale Steyn ,Gujarat Lions
Pravin Tambe ,Gujarat Lions
Parthiv Patel (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Jos Buttler ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Tim Southee ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Murali Vijay ,Punjab Kings
Manan Vohra ,Punjab Kings
Shaun Marsh ,Punjab Kings
David Miller (c),Punjab Kings
Glenn Maxwell ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Axar Patel ,Punjab Kings
Mohit Sharma ,Punjab Kings
Kyle Abbott ,Punjab Kings
Pradeep Sahu ,Punjab Kings
Sandeep Sharma ,Punjab Kings
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Eoin Morgan ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Ashish Reddy ,Sunrisers Hyderabad
Bipul Sharma ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Barinder Sran ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Chris Gayle ,Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Sarfaraz Khan ,Royal Challengers Bangalore
Kedar Jadhav (wk),Royal Challengers Bangalore
Parveez Rasool ,Royal Challengers Bangalore
David Wiese ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Sreenath Aravind ,Royal Challengers Bangalore
Murali Vijay ,Punjab Kings
Manan Vohra ,Punjab Kings
Shaun Marsh ,Punjab Kings
David Miller (c),Punjab Kings
Glenn Maxwell ,Punjab Kings
Axar Patel ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Mohit Sharma ,Punjab Kings
Kyle Abbott ,Punjab Kings
Pradeep Sahu ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Rohit Sharma (c),Mumbai Indians
Parthiv Patel (wk),Mumbai Indians
Hardik Pandya ,Mumbai Indians
Jos Buttler ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Tim Southee ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
David Warner (c),Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Ashish Reddy ,Sunrisers Hyderabad
Eoin Morgan ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Mustafizur Rahman ,Sunrisers Hyderabad
Barinder Sran ,Sunrisers Hyderabad
Shreyas Iyer ,Delhi Daredevils
Quinton De Kock (wk),Delhi Daredevils
Karun Nair ,Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Sanju Samson ,Delhi Daredevils
Pawan Negi ,Delhi Daredevils
Carlos Brathwaite ,Delhi Daredevils
Jayant Yadav ,Delhi Daredevils
Chris Morris ,Delhi Daredevils
Zaheer Khan (c),Delhi Daredevils
Amit Mishra ,Delhi Daredevils
Aaron Finch ,Gujarat Lions
Brendon Mccullum ,Gujarat Lions
Suresh Raina (c),Gujarat Lions
Dinesh Karthik (wk),Gujarat Lions
Dwayne Bravo ,Gujarat Lions
Ravindra Jadeja ,Gujarat Lions
James Faulkner ,Gujarat Lions
Akshdeep Nath ,Gujarat Lions
Praveen Kumar ,Gujarat Lions
Shadab Jakati ,Gujarat Lions
Pravin Tambe ,Gujarat Lions
Gautam Gambhir (c),Kolkata Knight Riders
Robin Uthappa (wk),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Colin Munro ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
John Hastings ,Kolkata Knight Riders
Kuldeep Yadav ,Kolkata Knight Riders
Brad Hogg ,Kolkata Knight Riders
Chris Gayle ,Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shane Watson ,Royal Challengers Bangalore
Sarfaraz Khan ,Royal Challengers Bangalore
Kedar Jadhav (wk),Royal Challengers Bangalore
Stuart Binny ,Royal Challengers Bangalore
Parveez Rasool ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Adam Milne ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Manan Vohra ,Punjab Kings
Murali Vijay ,Punjab Kings
Glenn Maxwell ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
David Miller (c),Punjab Kings
Axar Patel ,Punjab Kings
Marcus Stoinis ,Punjab Kings
Pradeep Sahu ,Punjab Kings
Mitchell Johnson ,Punjab Kings
Mohit Sharma ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Gautam Gambhir (c),Kolkata Knight Riders
Robin Uthappa (wk),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Colin Munro ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
John Hastings ,Kolkata Knight Riders
Brad Hogg ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Lendl Simmons ,Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Jos Buttler (wk),Mumbai Indians
Kieron Pollard ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Shreyas Gopal ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Vinay Kumar ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
