Field1_text,Text
Sanju Samson (c)(wk),RR
Yashasvi Jaiswal ,RR
Jos Buttler ,RR
Devdutt Padikkal ,RR
Shimron Hetmyer ,RR
Ravichandran Ashwin ,RR
Riyan Parag ,RR
Trent Boult ,RR
Obed Mccoy ,RR
Prasidh Krishna ,RR
Yuzvendra Chahal ,RR
Faf Du Plessis (c),RCB
Virat Kohli ,RCB
Rajat Patidar ,RCB
Glenn Maxwell ,RCB
Mahipal Lomror ,RCB
Dinesh Karthik (wk),RCB
Shahbaz Ahmed ,RCB
Wanindu Hasaranga ,RCB
Harshal Patel ,RCB
Josh Hazlewood ,RCB
Mohammed Siraj ,RCB
Faf Du Plessis (c),RCB
Virat Kohli ,RCB
Rajat Patidar ,RCB
Glenn Maxwell ,RCB
Mahipal Lomror ,RCB
Dinesh Karthik (wk),RCB
Shahbaz Ahmed ,RCB
Wanindu Hasaranga ,RCB
Harshal Patel ,RCB
Josh Hazlewood ,RCB
Mohammed Siraj ,RCB
Sanju Samson (c)(wk),RR
Yashasvi Jaiswal ,RR
Jos Buttler ,RR
Devdutt Padikkal ,RR
Shimron Hetmyer ,RR
Riyan Parag ,RR
Ravichandran Ashwin ,RR
Trent Boult ,RR
Obed Mccoy ,RR
Yuzvendra Chahal ,RR
Prasidh Krishna ,RR
Jonny Bairstow ,PBKS
Shikhar Dhawan ,PBKS
Shahrukh Khan ,PBKS
Mayank Agarwal (c),PBKS
Liam Livingstone ,PBKS
Jitesh Sharma (wk),PBKS
Prerak Mankad ,PBKS
Harpreet Brar ,PBKS
Kagiso Rabada ,PBKS
Arshdeep Singh ,PBKS
Nathan Ellis ,PBKS
Prithvi Shaw ,DC
David Warner ,DC
Mitchell Marsh ,DC
Rishabh Pant (c)(wk),DC
Sarfaraz Khan ,DC
Rovman Powell ,DC
Axar Patel ,DC
Shardul Thakur ,DC
Kuldeep Yadav ,DC
Khaleel Ahmed ,DC
Anrich Nortje ,DC
Ruturaj  Gaikwad ,CSK
Devon Conway ,CSK
Moeen Ali ,CSK
Jagadeesan Narayan ,CSK
Ambati Rayudu ,CSK
Ms Dhoni (c)(wk),CSK
Mitchell Santner ,CSK
Simarjeet Singh ,CSK
Prashant Solanki ,CSK
Mukesh Choudhary ,CSK
Matheesha Pathirana ,CSK
Wriddhiman Saha ,GT
Shubman Gill ,GT
Matthew Wade (wk),GT
Hardik Pandya (c),GT
David Miller ,GT
Rahul Tewatia ,GT
Rashid Khan ,GT
Mohammad Shami ,GT
Sai Kishore ,GT
Lockie Ferguson ,GT
Yash Dayal ,GT
Quinton De Kock (wk),LSG
K L Rahul (c),LSG
Evin Lewis ,LSG
Deepak Hooda ,LSG
Manan Vohra ,LSG
Marcus Stoinis ,LSG
Jason Holder ,LSG
Krishnappa Gowtham ,LSG
Mohsin Khan ,LSG
Avesh Khan ,LSG
Ravi Bishnoi ,LSG
Abhishek Sharma ,SRH
Priyam Garg ,SRH
